"Last Time Detected","Site Name","Object Type","Object Name","Alarm Name","Probable Cause","Severity","OLC State","Additional Text","Alarm Type","Site ID","Object ID","Urgency","Acknowledged","Acknowledged By","First Time Detected","Number Of Occurrences"
2022/12/05 22:35:41 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_232 : S1mme link 232 (10.43.14.97ENB NAME: eNB186 PLMN ID: 404-99f ENB ID: 193) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:35:41 000 IST,1
2022/12/05 22:34:00 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_9 : S1mme link 9 (10.58.239.199ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 1040) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:34:00 000 IST,1
2022/12/05 22:33:46 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_254 : S1mme link 254 (10.41.211.222ENB NAME: MUMNIRMANTODTDLTE PLMN ID: 404-99f ENB ID: 1093) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:33:46 000 IST,1
2022/12/05 22:33:43 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_73 : S1mme link 73 (10.41.227.31ENB NAME: SBTS-504-TL1 PLMN ID: 404-99f ENB ID: 1054) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:33:43 000 IST,1
2022/12/05 22:24:20 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_48 : S1mme link 48 (10.58.239.197ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 1122) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:24:20 000 IST,1
2022/11/30 12:45:47 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_300 : S1mme link 300 (2a00:8a00:a000:1104::396eENB NAME: Ironhide eNB1 PLMN ID: 001-01f ENB ID: 3612) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/30 12:45:47 000 IST,1
2022/11/30 12:02:14 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_29 : S1mme link 29 (10.71.240.41ENB NAME: 1 PLMN ID: 404-99f ENB ID: 2038) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/30 12:02:14 000 IST,1
2022/11/29 18:56:13 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 0, Member ID - 0",CmmLSS_cpiAttachWithSGWreselection,thresholdCrossed,Major,In Service,"LSS_cpiAttachWithSGWreselection : pm : billa-necc1 : PoolType=CPPS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiAttachWithSGWreselection:UUID=94e83f91-8629-4b35-b3a1-6dc177bf1116 : Counts: VS.AttAttachRequests=113,VS.AttachSgwReselection=56 over previous 55 minutes (11 interval(s)) resulted in a failure rate of 49.5% above threshold=30%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-0-0,Indeterminate,false,N/A,2022/11/29 18:56:13 000 IST,1
2022/11/29 18:56:13 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 1, Member ID - 0",CmmLSS_cpiTauFailures,thresholdCrossed,Minor,In Service,"LSS_cpiTauFailures : pm : billa-necc1 : PoolType=CPPS:PoolId=1:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiTauFailures:UUID=48f0d6c1-639a-41a5-81c3-91ed9324729a : Counts: VS.AttTAU=108,VS.NbrSuccessTAU=102 over previous 35 minutes (7 interval(s)) resulted in a failure rate of 5.5% above threshold=5%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-1-0,Indeterminate,false,N/A,2022/11/29 18:56:13 000 IST,1
2022/11/24 17:31:05 373 IST,billa,netw.NetworkElement,billa,MediationAuthenticationFailure,notInTimeWindow,Warning,In Service,Router ID = 10.103.253.100;Management IP = 10.103.253.100;,communicationsAlarm,10.103.253.100,network:10.103.253.100,Indeterminate,false,N/A,2022/11/24 17:31:05 373 IST,1
2022/11/24 17:06:39 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_48 : S1mme link 48 (10.45.142.254ENB NAME: AirScale-3288 PLMN ID: 404-99f ENB ID: 3383) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/24 17:06:39 000 IST,1
2022/11/24 17:06:14 000 IST,billa,ltecmm.VNFCMember,"IPDS, Pool ID - 0, Member ID - 0",CmmLSS_cpiGTPcResponseTO_S11,thresholdCrossed,Major,In Service,"LSS_cpiGTPcResponseTO_S11 : pm : billa-necc1 : PoolType=IPDS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiGTPcResponseTO_S11:UUID=cdfd0b7e-3690-4b83-86e9-b0e6efcc9b14 : Counts: VS.TotalReqSent_S11gtpc=112,VS.NbrTO_S11gtpc=7 over previous 5 minutes (1 interval(s)) resulted in a failure rate of 6.2% above threshold=5%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:vnfc-cmmAgg-ipds-0-0,Indeterminate,false,N/A,2022/11/24 17:06:14 000 IST,1
2022/11/24 17:06:04 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_235 : S1mme link 235 (10.13.84.65PLMN ID: 001-01f ENB ID: 8110) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/24 17:06:04 000 IST,1
2022/11/24 17:05:58 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_69 : S1mme link 69 (10.13.84.65PLMN ID: 001-01f ENB ID: 8111) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/24 17:05:58 000 IST,1
2022/11/24 17:01:19 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_145 : S1mme link 145 (10.41.211.165ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 1036) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/24 17:01:19 000 IST,1
2022/11/24 16:56:58 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_149 : S1mme link 149 (10.43.197.145ENB NAME: IAV-Blackout PLMN ID: 404-99f ENB ID: 435) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/24 16:56:58 000 IST,1
2022/11/24 16:56:28 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_87 : S1mme link 87 (10.71.240.86ENB NAME: MRBTS PLMN ID: 404-99f ENB ID: 201) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/24 16:56:28 000 IST,1
2022/11/24 16:51:14 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 1, Member ID - 0",CmmLSS_cpiFailuresOverSGs,thresholdCrossed,Critical,In Service,"LSS_cpiFailuresOverSGs : pm : billa-necc1 : PoolType=CPPS:PoolId=1:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiFailuresOverSGs:UUID=48f0d6c1-639a-41a5-81c3-91ed9324729a : Counts: VS.AttSGsSignalingProcedures=108,VS.NbrSuccessSGsSignalingProcedures=54 over previous 40 minutes (8 interval(s)) resulted in a failure rate of 50.0% above threshold=10%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-1-0,Indeterminate,false,N/A,2022/11/24 16:51:14 000 IST,1
2022/11/24 16:41:13 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 1, Member ID - 0",CmmLSS_cpiAttachFailures,thresholdCrossed,Critical,In Service,"LSS_cpiAttachFailures : pm : billa-necc1 : PoolType=CPPS:PoolId=1:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiAttachFailures:UUID=48f0d6c1-639a-41a5-81c3-91ed9324729a : Counts: VS.AttAttachRequests=101,VS.NbrSuccessAttachRequests=63 over previous 35 minutes (7 interval(s)) resulted in a failure rate of 37.6% above threshold=15%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-1-0,Indeterminate,false,N/A,2022/11/24 16:41:13 000 IST,1
2022/11/24 16:31:14 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 1, Member ID - 0",CmmLSS_cpiTauFailures,thresholdCrossed,Major,In Service,"LSS_cpiTauFailures : pm : billa-necc1 : PoolType=CPPS:PoolId=1:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiTauFailures:UUID=48f0d6c1-639a-41a5-81c3-91ed9324729a : Counts: VS.AttTAU=102,VS.NbrSuccessTAU=89 over previous 50 minutes (10 interval(s)) resulted in a failure rate of 12.7% above threshold=10%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-1-0,Indeterminate,false,N/A,2022/11/24 16:31:14 000 IST,1
2022/11/24 16:31:14 000 IST,billa,ltecmm.VNFCMember,"IPDS, Pool ID - 0, Member ID - 0",CmmLSS_cpiS1MMEconnFailures,thresholdCrossed,Critical,In Service,"LSS_cpiS1MMEconnFailures : pm : billa-necc1 : PoolType=IPDS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiS1MMEconnFailures:UUID=cdfd0b7e-3690-4b83-86e9-b0e6efcc9b14 : Counts: VS.AttS1MMEconnEst=107,VS.NumSuccessS1MMEconnEst=64 over previous 30 minutes (6 interval(s)) resulted in a failure rate of 40.1% above threshold=10%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:vnfc-cmmAgg-ipds-0-0,Indeterminate,false,N/A,2022/11/24 16:31:14 000 IST,1
2022/11/24 16:18:02 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_115 : S1mme link 115 (10.41.220.149ENB NAME: AirScale-3249 PLMN ID: 404-99f ENB ID: 3249) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/11/24 16:18:02 000 IST,1
